objectID,isHighlight,accessionNumber,isPublicDomain,primaryImage,primaryImageSmall,constituents/0,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags/0,constituents/0/role,constituents/0/name,constituents/1/role,constituents/1/name,constituents/2/role,constituents/2/name,constituents/3/role,constituents/3/name,tags/1,tags/2,tags/3,tags/4,additionalImages/0,additionalImages/1,additionalImages/2,additionalImages/3,additionalImages/4,additionalImages/5,additionalImages/6,additionalImages/7,additionalImages/8,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,additionalImages/9,additionalImages/10,additionalImages/11,additionalImages/12,tags/14,tags/15,tags/16,tags/17,constituents/4/role,constituents/4/name,additionalImages/13,additionalImages/14,additionalImages/15,additionalImages/16,additionalImages/17,additionalImages/18,additionalImages/19,additionalImages/20,additionalImages/21,additionalImages/22
403258,false,26.1.19,true,https://images.metmuseum.org/CRDImages/dp/original/DP827028.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827028.jpg,,Drawings and Prints,Print,The Distrest Poet,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"December 15, 1740",1740,1740,Etching and engraving; third state of three,plate: 14 3/16 x 16 3/16 in. (36 x 41.1 cm),"Gift of Carl Joseph Ulmann, 1926",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403258,Interiors,Artist,William Hogarth,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403240,false,32.35(21),true,https://images.metmuseum.org/CRDImages/dp/original/DP827034.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827034.jpg,,Drawings and Prints,Print,The Distrest Poet,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"December 15, 1740",1740,1740,Etching and engraving; third state of three,sheet: 14 1/16 x 16 1/16 in. (35.7 x 40.8 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403240,Interiors,Artist,William Hogarth,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400074,false,91.1.136,true,https://images.metmuseum.org/CRDImages/dp/original/DP835450.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP835450.jpg,,Drawings and Prints,Print,The First Stage of Cruelty (The Four Stages of Cruelty),,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"February 1, 1751",1751,1751,Etching and engraving; first state of two,"plate: 15 1/4 x 12 11/16 in. (38.8 x 32.3 cm)
sheet: 15 15/16 x 13 3/16 in. (40.5 x 33.5 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/400074,Chickens,Artist,William Hogarth,,,,,,,Men,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399848,false,91.1.12,true,https://images.metmuseum.org/CRDImages/dp/original/DP825272.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP825272.jpg,,Drawings and Prints,Print,"The Industrious 'Prentice a Favorite and Entrusted by his Master (Industry and Idleness, plate 4)",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"September 30, 1747",1747,1747,Etching and engraving; second state of two,"plate: 10 3/8 x 13 1/2 in. (26.3 x 34.3 cm)
sheet: 10 11/16 x 13 7/8 in. (27.1 x 35.2 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/399848,Men,Artist,William Hogarth,,,,,,,Women,Cats,Dogs,Working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417895,false,32.35(156),true,https://images.metmuseum.org/CRDImages/dp/original/DP847426.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP847426.jpg,,Drawings and Prints,Print,The Distressed Poet,,,,,,Engraver,,Dent,"British, active ca. 1800",,Dent,British,1800,1800,ca. 1800,1795,1805,Engraving,Sheet: 2 11/16 x 3 1/4 in. (6.8 x 8.2 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/417895,Interiors,Engraver,Dent,Artist,After William Hogarth,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417887,false,32.35(162),true,https://images.metmuseum.org/CRDImages/dp/original/DP847432.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP847432.jpg,,Drawings and Prints,Print,The First Stage of Cruelty,,,,,,Engraver,,Dent,"British, active ca. 1800",,Dent,British,1800,1800,ca. 1800,1795,1805,Engraving,Sheet: 3 1/16 x 2 11/16 in. (7.7 x 6.8 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/417887,Chickens,Engraver,Dent,Artist,After William Hogarth,,,,,Men,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437955,false,1993.333,true,https://images.metmuseum.org/CRDImages/ep/original/DP145413.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP145413.jpg,,European Paintings,Painting,The Golden Age,,,,,,Artist,,Joachim Wtewael,"Netherlandish, Utrecht 1566–1638 Utrecht",,"Wtewael, Joachim",Netherlandish,1566,1638,1605,1605,1605,Oil on copper,8 7/8 x 12 in. (22.5 x 30.5 cm),"Purchase, The Edward Joseph Gallagher III Memorial Collection, Edward J. Gallagher Jr. Bequest; Lila Acheson Wallace Gift; special funds; and Gift of George Blumenthal, Bequest of Lillian S. Timken, The Collection of Giovanni P. Morosini, presented by his daughter Giulia, Gift of Mr. and Mrs. Nathaniel Spear Jr., Gift of Mrs. William M. Haupt, from the collection of Mrs. James B. Haggin, special funds, gifts, and bequests, by exchange, 1993",,,,,,,,,,,,Paintings,,,2019-05-24T04:46:04.46Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437955,Birds,Artist,Joachim Wtewael,,,,,,,Male Nudes,Female Nudes,Cats,Cows,,,,,,,,,,Dogs,Sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,
662262,false,37.47.1(46),true,https://images.metmuseum.org/CRDImages/dp/original/DP361736.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP361736.jpg,,Drawings and Prints,Book Prints Ornament & Architecture,"Trionfo Di Virtu. Libro Novo..., page 24 (recto)",,,,,,Publisher,,Matteo Pagano,"Italian, 1515–1588",", Venice","Pagano, Matteo",Italian,1515,1588,1563,1563,1563,Woodcut,Overall: 9 13/16 x 7 7/8 in. (25 x 20 cm),"Harris Brisbane Dick Fund, 1937",,,,,,,,,,,,Books,,,2019-05-14T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/662262,Camels,Publisher,Matteo Pagano,,,,,,,Cats,Deer,Goats,Lions,,,,,,,,,,Monkeys,Rabbits,Sheep,Urns,Books,Dragons,Dogs,Horses,Vases,,,,,,,,,,,,,,,,,,,,
742861,false,59.533.972,true,https://images.metmuseum.org/CRDImages/dp/original/DP873823.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP873823.jpg,,Drawings and Prints,Print,"At Home and Abroad, Abroad and At Home",,,,,,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"February 28, 1807",1807,1807,Hand-colored etching,Sheet: 11 7/8 × 8 5/16 in. (30.1 × 21.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/742861,Satire,Artist and publisher,Thomas Rowlandson,,,,,,,Couples,Men,Women,Cats,,,,,,,,,,Dogs,Drinking,,,,,,,,,,,,,,,,,,,,,,,,,,,
742458,false,59.533.789,true,https://images.metmuseum.org/CRDImages/dp/original/DP873658.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP873658.jpg,,Drawings and Prints,Print,John Bull in the Year 1800! John Bull in the year 1801!,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"October 12, 1801",1801,1801,Hand-colored etching,Sheet: 11 5/16 × 16 1/8 in. (28.8 × 41 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/742458,Men,Artist,Thomas Rowlandson,,,,,,,Music,Violins,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742519,false,59.533.838,true,https://images.metmuseum.org/CRDImages/dp/original/DP873708.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP873708.jpg,,Drawings and Prints,Print,The Corporal in Good Quarters,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"July 18, 1802",1802,1802,Hand-colored etching,Sheet: 11 5/8 in. × 9 in. (29.6 × 22.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/742519,Men,Artist,Thomas Rowlandson,,,,,,,Women,Cats,Dogs,Drinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742520,false,59.533.839,true,https://images.metmuseum.org/CRDImages/dp/original/DP873707.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP873707.jpg,,Drawings and Prints,Print,The Corporal in Good Quarters,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"July 18, 1802",1802,1802,Hand-colored etching,Sheet: 10 13/16 × 8 1/8 in. (27.4 × 20.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/742520,Food,Artist,Thomas Rowlandson,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742588,false,59.533.904,true,https://images.metmuseum.org/CRDImages/dp/original/DP873747.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP873747.jpg,,Drawings and Prints,Print,"Diana in the Straw, or A Treat for Quornites",,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"January 1, 1804",1804,1804,Hand-colored etching,Sheet: 13 9/16 × 10 1/16 in. (34.4 × 25.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-24T03:00:47.23Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/742588,Satire,Artist,Thomas Rowlandson,Publisher,S. W. Fores,,,,,Cats,Dogs,Men,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697839,false,2016.360.1–.9,true,https://images.metmuseum.org/CRDImages/dp/original/DP862842.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP862842.jpg,,Drawings and Prints,Prints,Enigmes Joyeuses pour les Bons Esprits,,,,,,Artist,,Jan van Haelbeeck,"Flemish, active Paris (and Copenhagen?), ca. 1600–1630, died Paris, ca. 1630",,"van Haelbeeck, Jan",,1595,1635,ca. 1615,1610,1620,Copper engravings,Each: 4 5/16 × 5 1/2 in. (11 × 14 cm),"Mary Oenslager Fund, 2016",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/697839,Interiors,Artist,Jan van Haelbeeck,Artist,Jean Leclerc IV,,,,,Women,Cats,Dogs,,https://images.metmuseum.org/CRDImages/dp/original/DP862843.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862844.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862845.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862846.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862847.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862848.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862849.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP862841.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736582,false,59.533.115,true,https://images.metmuseum.org/CRDImages/dp/original/DP871858.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP871858.jpg,,Drawings and Prints,Print,Comfort in the Gout,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"November 30, 1785",1785,1785,Hand-colored etching,"Sheet: 10 3/4 × 14 5/16 in. (27.3 × 36.3 cm)
Plate: 10 1/16 × 13 7/8 in. (25.5 × 35.2 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/736582,Satire,Artist,Thomas Rowlandson,Publisher,John Raphael Smith,,,,,Illness,Men,Women,Cats,,,,,,,,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737937,false,59.533.449,true,https://images.metmuseum.org/CRDImages/dp/original/DP871945.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP871945.jpg,,Drawings and Prints,Print,And Now His Lifted Eyes The Ceiling Sought...,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,1787,1787,1787,Etching,Sheet: 7 1/2 × 9 3/16 in. (19 × 23.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-04-27T03:00:45.603Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/737937,Satire,Artist,Thomas Rowlandson,,,,,,,Cats,Dogs,Fireplaces,Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771406,false,66.541.55(9),true,https://images.metmuseum.org/CRDImages/dp/original/DP877851.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP877851.jpg,,Drawings and Prints,Print,Some of the Drolleries of the Great Exhibition,,,,,Mayhew's Great Exhibition of 1851,Artist,,George Cruikshank,"British, London 1792–1878 London",,"Cruikshank, George",,1792,1878,1851,1851,1851,Etching,"Plate: 8 9/16 × 11 9/16 in. (21.7 × 29.3 cm)
Sheet: 12 1/2 × 19 11/16 in. (31.8 × 50 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/771406,Roosters,Artist,George Cruikshank,Publisher,David Bogue,,,,,Cats,Dogs,Frogs,Rabbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811956,false,59.533.1966,true,https://images.metmuseum.org/CRDImages/dp/original/DP881811.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP881811.jpg,,Drawings and Prints,Print,"Diana in the Straw, or A Treat for Quornites",,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"January 1, 1804",1804,1804,Hand-colored etching,Sheet (trimmed): 12 15/16 × 9 13/16 in. (32.8 × 24.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-21T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/811956,Cats,Artist,Thomas Rowlandson,Publisher,S. W. Fores,,,,,Dogs,Satire,Men,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810998,false,59.533.1790,true,https://images.metmuseum.org/CRDImages/dp/original/DP881082.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP881082.jpg,,Drawings and Prints,Print,Toasting,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,1783–90,1783,1790,Hand-colored etching and aquatint,"Sheet (trimmed and laid down): 6 in. × 7 1/4 in. (15.3 × 18.4 cm)
Wash mount: 7 3/4 × 9 in. (19.7 × 22.9 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-21T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/810998,Food,Artist,Thomas Rowlandson,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818922,false,59.500.782,true,https://images.metmuseum.org/CRDImages/dp/original/DP883609.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP883609.jpg,,Drawings and Prints,Print,The Cottage (La Chaumière),,,,,,Artist,,François Jules Collignon,"French, died 1850",,"Collignon, François Jules",,1750,1850,1800–50,1800,1850,Etching,"Plate: 5 13/16 × 6 in. (14.7 × 15.3 cm)
Sheet: 7 5/8 × 10 3/8 in. (19.3 × 26.3 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-21T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/818922,Fireplaces,Artist,François Jules Collignon,,,,,,,Interiors,Women,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222231,false,29.23.1,true,https://images.metmuseum.org/CRDImages/es/original/DP151877.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP151877.jpg,,European Sculpture and Decorative Arts,Cabinet,Cabinet with personifications of the Five Senses,,,,,,,,,,,,,,,third quarter 17th century,1650,1675,"Satin worked with silk and metal thread, purl, chenille, seed pearls, coral beads, and mica; tent, knots, rococo, satin, couching, and detached buttonhole stitches; woven metal thread trim; silk and paper lining; wood frame; turned wooden feet",H. 5 3/4 x L. 9 x W. 7 1/2 inches (14.6 x 22.9 x 19.1 cm),"Rogers Fund, by exchange, 1929",,,,,,,,,,,,Textiles-Embroidered and Woven,,,2019-08-20T04:46:14.79Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/222231,Birds,,,,,,,,,Castles,Houses,Lutes,Cats,https://images.metmuseum.org/CRDImages/es/original/DP151878.jpg,https://images.metmuseum.org/CRDImages/es/original/DP151875.jpg,https://images.metmuseum.org/CRDImages/es/original/DP151876.jpg,https://images.metmuseum.org/CRDImages/es/original/DP152998.jpg,https://images.metmuseum.org/CRDImages/es/original/DP153000.jpg,https://images.metmuseum.org/CRDImages/es/original/DP153001.jpg,https://images.metmuseum.org/CRDImages/es/original/DP153002.jpg,https://images.metmuseum.org/CRDImages/es/original/DP153004.jpg,https://images.metmuseum.org/CRDImages/es/original/DP153005.jpg,Insects,Rabbits,Squirrels,Flowers,Trees,Coat of Arms,Eagles,Deer,Monkeys,https://images.metmuseum.org/CRDImages/es/original/DP158540.jpg,https://images.metmuseum.org/CRDImages/es/original/DP158574.jpg,https://images.metmuseum.org/CRDImages/es/original/DP158575.jpg,https://images.metmuseum.org/CRDImages/es/original/DP158576.jpg,Turtles,Men,Women,Dogs,,,,,,,,,,,,
435852,false,1994.142,true,https://images.metmuseum.org/CRDImages/ep/original/DP243404.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP243404.jpg,,European Paintings,Painting,Two Children Teasing a Cat,,,,,,Artist,,Annibale Carracci,"Italian, Bologna 1560–1609 Rome",,"Carracci, Annibale",Italian,1560,1609,,1587,1588,Oil on canvas,26 x 35 in. (66 x 88.9 cm),"Purchase, Gwynne Andrews Fund, and Bequests of Collis P. Huntington and Ogden Mills, by exchange, 1994",,,,,,,,,,,,Paintings,,,2019-09-11T05:01:17.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435852,Boys,Artist,Annibale Carracci,,,,,,,Girls,Cats,,,https://images.metmuseum.org/CRDImages/ep/original/DP120570.jpg,https://images.metmuseum.org/CRDImages/ep/original/SF carracci cat.jpg,https://images.metmuseum.org/CRDImages/ep/original/SF carracci ear.jpg,https://images.metmuseum.org/CRDImages/ep/original/SF carracci shoulder.jpg,https://images.metmuseum.org/CRDImages/ep/original/SF carracci sleeve.jpg,https://images.metmuseum.org/CRDImages/ep/original/SF carracci collar.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811243,false,59.533.989,true,https://images.metmuseum.org/CRDImages/dp/original/DP884663.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP884663.jpg,,Drawings and Prints,Print,"A White Sergeant giving the Word of Command: ""Why don't you come to bed, you drunken sot?""",,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"May 25, 1807",1807,1807,Hand-colored etching,Sheet: 8 11/16 × 12 5/8 in. (22 × 32 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-08-22T03:00:43.77Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/811243,Satire,Artist,Thomas Rowlandson,Publisher,"Rudolph Ackermann, London",,,,,Men,Women,Smoking,Cats,,,,,,,,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811247,false,59.533.988,true,https://images.metmuseum.org/CRDImages/dp/original/DP884664.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP884664.jpg,,Drawings and Prints,Print,"A White Sergeant giving the word of command - ""Come to Bed you drunken sot""",,,,,,Artist,After?,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"May 25, 1807",1807,1807,Hand-colored etching; reverse copy,Sheet: 8 11/16 × 12 5/8 in. (22 × 32 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-08-22T03:00:43.77Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/811247,Satire,Artist,After? Thomas Rowlandson,Publisher,William McCleary,,,,,Men,Women,Smoking,Cats,,,,,,,,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823939,false,59.533.1022(5),true,https://images.metmuseum.org/CRDImages/dp/original/DP885267.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP885267.jpg,,Drawings and Prints,Print,A Brace of Full-grown Puppies: or My Dog and Me,,,,,The Pleasures of Human Life,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,1807,1807,1807,Hand-colored etching,Sheet: 3 7/8 × 5 7/8 in. (9.8 × 15 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-09-04T03:00:39.12Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/823939,Satire,Artist,Thomas Rowlandson,Author,Related author John Britton,Publisher,"Longman, Hurst, Rees and Orme",,,Libraries,Interiors,Men,Women,,,,,,,,,,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,
